id,label,label_str,source,category,duplicate_group,heldout_source,split
article_2843,1,Clickbait,Thanh Niên,Other,3152,Tuổi Trẻ,train
article_2845,1,Clickbait,Thanh Niên,Other,3153,Tuổi Trẻ,train
article_2846,1,Clickbait,Thanh Niên,Other,3154,Tuổi Trẻ,train
article_2848,1,Clickbait,Thanh Niên,Other,3155,Tuổi Trẻ,train
article_2854,1,Clickbait,Thanh Niên,Other,3156,Tuổi Trẻ,train
article_2856,1,Clickbait,Thanh Niên,Other,3157,Tuổi Trẻ,train
article_2861,1,Clickbait,Thanh Niên,Other,3158,Tuổi Trẻ,train
article_2864,1,Clickbait,Thanh Niên,Other,3159,Tuổi Trẻ,train
article_2869,1,Clickbait,Thanh Niên,Other,3160,Tuổi Trẻ,train
article_2870,1,Clickbait,Thanh Niên,Chính trị & An ninh,3161,Tuổi Trẻ,train
article_2876,1,Clickbait,Thanh Niên,Other,3162,Tuổi Trẻ,train
article_2886,1,Clickbait,VietNamNet,Xe & Vận tải,3163,Tuổi Trẻ,train
article_2887,1,Clickbait,VietNamNet,Xe & Vận tải,3164,Tuổi Trẻ,train
article_2889,1,Clickbait,VietNamNet,Xe & Vận tải,3165,Tuổi Trẻ,train
article_2895,1,Clickbait,VietNamNet,Xe & Vận tải,3166,Tuổi Trẻ,train
article_2896,1,Clickbait,VietNamNet,Xe & Vận tải,3167,Tuổi Trẻ,train
article_2897,1,Clickbait,VietNamNet,Xe & Vận tải,3168,Tuổi Trẻ,train
article_2899,1,Clickbait,VietNamNet,Xe & Vận tải,3169,Tuổi Trẻ,train
article_2902,1,Clickbait,VietNamNet,Xe & Vận tải,3170,Tuổi Trẻ,train
article_2904,1,Clickbait,VietNamNet,Xe & Vận tải,3171,Tuổi Trẻ,train
article_2906,1,Clickbait,VietNamNet,Xe & Vận tải,3172,Tuổi Trẻ,train
article_2910,1,Clickbait,VietNamNet,Xe & Vận tải,3173,Tuổi Trẻ,train
article_2913,1,Clickbait,VietNamNet,Xe & Vận tải,3174,Tuổi Trẻ,train
article_2917,1,Clickbait,SaoStar,Du lịch & Ẩm thực,3175,Tuổi Trẻ,train
article_2920,0,Non-clickbait,SaoStar,Du lịch & Ẩm thực,3176,Tuổi Trẻ,train
article_2925,1,Clickbait,SaoStar,Du lịch & Ẩm thực,3177,Tuổi Trẻ,train
article_2926,0,Non-clickbait,SaoStar,Du lịch & Ẩm thực,3178,Tuổi Trẻ,train
article_2928,1,Clickbait,SaoStar,Du lịch & Ẩm thực,3179,Tuổi Trẻ,train
article_2929,1,Clickbait,SaoStar,Du lịch & Ẩm thực,3180,Tuổi Trẻ,train
article_2930,1,Clickbait,SaoStar,Du lịch & Ẩm thực,3181,Tuổi Trẻ,train
article_2931,0,Non-clickbait,SaoStar,Du lịch & Ẩm thực,3182,Tuổi Trẻ,train
article_2937,1,Clickbait,SaoStar,Du lịch & Ẩm thực,3183,Tuổi Trẻ,train
article_2938,1,Clickbait,SaoStar,Du lịch & Ẩm thực,3184,Tuổi Trẻ,train
article_2944,1,Clickbait,SaoStar,Du lịch & Ẩm thực,3185,Tuổi Trẻ,train
article_2946,1,Clickbait,24h,Other,3186,Tuổi Trẻ,train
article_2947,1,Clickbait,24h,Other,3187,Tuổi Trẻ,train
article_2951,1,Clickbait,24h,Other,3188,Tuổi Trẻ,train
article_2952,1,Clickbait,24h,Other,3189,Tuổi Trẻ,train
article_2954,1,Clickbait,24h,Other,3190,Tuổi Trẻ,train
article_2957,1,Clickbait,24h,Other,3191,Tuổi Trẻ,train
article_2960,1,Clickbait,24h,Other,3192,Tuổi Trẻ,train
article_2962,1,Clickbait,24h,Other,3193,Tuổi Trẻ,train
article_2963,1,Clickbait,24h,Other,3194,Tuổi Trẻ,train
article_2964,1,Clickbait,24h,Other,3195,Tuổi Trẻ,train
article_2965,1,Clickbait,Báo Mới,Công nghệ & Khoa học,3196,Tuổi Trẻ,train
article_2968,1,Clickbait,Báo Mới,Công nghệ & Khoa học,3197,Tuổi Trẻ,train
article_2970,1,Clickbait,Báo Mới,Công nghệ & Khoa học,3198,Tuổi Trẻ,train
article_2972,1,Clickbait,Báo Mới,Công nghệ & Khoa học,3199,Tuổi Trẻ,train
article_2973,1,Clickbait,Báo Mới,Công nghệ & Khoa học,3200,Tuổi Trẻ,train
article_2975,1,Clickbait,Báo Mới,Công nghệ & Khoa học,3201,Tuổi Trẻ,train
article_2976,1,Clickbait,Báo Mới,Công nghệ & Khoa học,3202,Tuổi Trẻ,train
article_2977,1,Clickbait,Báo Mới,Công nghệ & Khoa học,3203,Tuổi Trẻ,train
article_2978,1,Clickbait,Báo Mới,Công nghệ & Khoa học,3204,Tuổi Trẻ,train
article_2980,1,Clickbait,Báo Mới,Công nghệ & Khoa học,3205,Tuổi Trẻ,train
article_2983,1,Clickbait,Báo Mới,Công nghệ & Khoa học,3206,Tuổi Trẻ,train
article_2990,1,Clickbait,Báo Mới,Công nghệ & Khoa học,3207,Tuổi Trẻ,train
article_2992,1,Clickbait,Báo Mới,Công nghệ & Khoa học,3208,Tuổi Trẻ,train
article_2994,1,Clickbait,Báo Mới,Công nghệ & Khoa học,3209,Tuổi Trẻ,train
article_2997,1,Clickbait,Báo Mới,Công nghệ & Khoa học,3210,Tuổi Trẻ,train
article_2998,1,Clickbait,Báo Mới,Công nghệ & Khoa học,3211,Tuổi Trẻ,train
article_2999,1,Clickbait,Báo Mới,Công nghệ & Khoa học,3212,Tuổi Trẻ,train
article_3002,1,Clickbait,Báo Mới,Công nghệ & Khoa học,3213,Tuổi Trẻ,train
article_3004,1,Clickbait,Báo Mới,Công nghệ & Khoa học,3214,Tuổi Trẻ,train
article_3008,1,Clickbait,Báo Mới,Công nghệ & Khoa học,3215,Tuổi Trẻ,train
article_3010,1,Clickbait,Báo Mới,Công nghệ & Khoa học,3216,Tuổi Trẻ,train
article_3012,1,Clickbait,Báo Mới,Công nghệ & Khoa học,3217,Tuổi Trẻ,train
article_3013,1,Clickbait,Báo Mới,Công nghệ & Khoa học,3218,Tuổi Trẻ,train
article_3030,1,Clickbait,VnExpress,Other,3219,Tuổi Trẻ,train
article_3031,0,Non-clickbait,VnExpress,Other,3220,Tuổi Trẻ,train
article_3040,1,Clickbait,VnExpress,Other,3221,Tuổi Trẻ,train
article_3051,0,Non-clickbait,VnExpress,Other,3222,Tuổi Trẻ,train
article_3053,1,Clickbait,VnExpress,Other,3223,Tuổi Trẻ,train
article_3057,1,Clickbait,VnExpress,Other,3224,Tuổi Trẻ,train
article_3058,1,Clickbait,VnExpress,Other,3225,Tuổi Trẻ,train
article_3064,1,Clickbait,VnExpress,Other,3226,Tuổi Trẻ,train
article_3065,1,Clickbait,VnExpress,Other,3227,Tuổi Trẻ,train
article_3073,1,Clickbait,Tuổi Trẻ,Other,3228,Tuổi Trẻ,test
article_3078,1,Clickbait,Tuổi Trẻ,Other,3229,Tuổi Trẻ,test
article_3084,1,Clickbait,Tuổi Trẻ,Other,3230,Tuổi Trẻ,test
article_3086,1,Clickbait,Tuổi Trẻ,Other,3231,Tuổi Trẻ,test
article_3091,1,Clickbait,Thanh Niên,Other,3232,Tuổi Trẻ,train
article_3095,1,Clickbait,Thanh Niên,Other,3233,Tuổi Trẻ,train
article_3101,1,Clickbait,Thanh Niên,Other,3234,Tuổi Trẻ,train
article_3107,1,Clickbait,Thanh Niên,Other,3235,Tuổi Trẻ,train
article_3111,1,Clickbait,Thanh Niên,Other,3236,Tuổi Trẻ,train
article_3116,1,Clickbait,Thanh Niên,Other,3237,Tuổi Trẻ,train
article_3117,1,Clickbait,Thanh Niên,Other,3238,Tuổi Trẻ,train
article_3118,1,Clickbait,Thanh Niên,Other,3239,Tuổi Trẻ,train
article_3123,1,Clickbait,Thanh Niên,Other,3240,Tuổi Trẻ,train
article_3128,1,Clickbait,VietNamNet,Other,3241,Tuổi Trẻ,train
article_3129,1,Clickbait,VietNamNet,Other,3242,Tuổi Trẻ,train
article_3130,1,Clickbait,VietNamNet,Other,3243,Tuổi Trẻ,train
article_3131,1,Clickbait,VietNamNet,Other,3244,Tuổi Trẻ,train
article_3134,1,Clickbait,VietNamNet,Other,3245,Tuổi Trẻ,train
article_3136,1,Clickbait,VietNamNet,Other,3246,Tuổi Trẻ,train
article_3137,1,Clickbait,VietNamNet,Other,3247,Tuổi Trẻ,train
article_3144,1,Clickbait,VietNamNet,Other,3248,Tuổi Trẻ,train
article_3145,1,Clickbait,VietNamNet,Other,3249,Tuổi Trẻ,train
article_3146,1,Clickbait,VietNamNet,Other,3250,Tuổi Trẻ,train
article_3156,1,Clickbait,VietNamNet,Other,3251,Tuổi Trẻ,train
article_3157,1,Clickbait,VietNamNet,Other,3252,Tuổi Trẻ,train
article_3159,1,Clickbait,24h,Giải trí & Showbiz,3253,Tuổi Trẻ,train
article_3160,1,Clickbait,24h,Giải trí & Showbiz,3254,Tuổi Trẻ,train
article_3161,1,Clickbait,24h,Giải trí & Showbiz,3255,Tuổi Trẻ,train
article_3164,1,Clickbait,24h,Giải trí & Showbiz,3256,Tuổi Trẻ,train
article_3166,1,Clickbait,24h,Giải trí & Showbiz,3257,Tuổi Trẻ,train
article_3168,1,Clickbait,24h,Giải trí & Showbiz,2622,Tuổi Trẻ,train
article_3169,1,Clickbait,24h,Giải trí & Showbiz,3258,Tuổi Trẻ,train
article_3170,1,Clickbait,24h,Giải trí & Showbiz,3259,Tuổi Trẻ,train
article_3171,1,Clickbait,24h,Giải trí & Showbiz,3260,Tuổi Trẻ,train
article_3172,1,Clickbait,24h,Giải trí & Showbiz,3261,Tuổi Trẻ,train
article_3175,1,Clickbait,24h,Giải trí & Showbiz,3262,Tuổi Trẻ,train
article_3179,1,Clickbait,24h,Giải trí & Showbiz,3263,Tuổi Trẻ,train
article_3180,1,Clickbait,24h,Giải trí & Showbiz,3264,Tuổi Trẻ,train
article_3183,1,Clickbait,24h,Giải trí & Showbiz,3265,Tuổi Trẻ,train
article_3190,0,Non-clickbait,24h,Giải trí & Showbiz,3266,Tuổi Trẻ,train
article_3194,1,Clickbait,24h,Giải trí & Showbiz,3267,Tuổi Trẻ,train
article_3202,1,Clickbait,24h,Giải trí & Showbiz,3268,Tuổi Trẻ,train
article_3203,1,Clickbait,24h,Giải trí & Showbiz,3269,Tuổi Trẻ,train
article_3205,1,Clickbait,24h,Giải trí & Showbiz,3270,Tuổi Trẻ,train
article_3207,1,Clickbait,24h,Other,3271,Tuổi Trẻ,train
article_3209,1,Clickbait,24h,Giải trí & Showbiz,3272,Tuổi Trẻ,train
article_3212,1,Clickbait,24h,Giải trí & Showbiz,3273,Tuổi Trẻ,train
article_3214,1,Clickbait,24h,Giải trí & Showbiz,3274,Tuổi Trẻ,train
article_3217,1,Clickbait,24h,Giải trí & Showbiz,3275,Tuổi Trẻ,train
article_3218,1,Clickbait,24h,Giải trí & Showbiz,3276,Tuổi Trẻ,train
article_3221,1,Clickbait,24h,Giải trí & Showbiz,3277,Tuổi Trẻ,train
article_3223,1,Clickbait,24h,Giải trí & Showbiz,3278,Tuổi Trẻ,train
article_3224,1,Clickbait,24h,Giải trí & Showbiz,3279,Tuổi Trẻ,train
article_3225,1,Clickbait,24h,Giải trí & Showbiz,3280,Tuổi Trẻ,train
article_3227,1,Clickbait,24h,Giải trí & Showbiz,3281,Tuổi Trẻ,train
article_3228,1,Clickbait,24h,Giải trí & Showbiz,3282,Tuổi Trẻ,train
article_3229,1,Clickbait,24h,Giải trí & Showbiz,3283,Tuổi Trẻ,train
article_3231,1,Clickbait,24h,Giải trí & Showbiz,3284,Tuổi Trẻ,train
article_3232,1,Clickbait,24h,Giải trí & Showbiz,3285,Tuổi Trẻ,train
article_3233,1,Clickbait,24h,Giải trí & Showbiz,3286,Tuổi Trẻ,train
article_3234,1,Clickbait,Báo Mới,Other,3287,Tuổi Trẻ,train
article_3241,1,Clickbait,Báo Mới,Other,3288,Tuổi Trẻ,train
article_3251,1,Clickbait,Báo Mới,Other,3289,Tuổi Trẻ,train
article_3256,1,Clickbait,Báo Mới,Other,3290,Tuổi Trẻ,train
article_3257,1,Clickbait,Báo Mới,Other,3291,Tuổi Trẻ,train
article_3259,1,Clickbait,Báo Mới,Other,3292,Tuổi Trẻ,train
article_3260,1,Clickbait,Báo Mới,Other,3293,Tuổi Trẻ,train
article_3261,1,Clickbait,Báo Mới,Other,3294,Tuổi Trẻ,train
article_3282,1,Clickbait,VnExpress,Other,3295,Tuổi Trẻ,train
article_3288,1,Clickbait,VnExpress,Other,3296,Tuổi Trẻ,train
article_3302,1,Clickbait,VnExpress,Other,3297,Tuổi Trẻ,train
article_3304,1,Clickbait,VnExpress,Other,3298,Tuổi Trẻ,train
article_3311,1,Clickbait,VnExpress,Other,3299,Tuổi Trẻ,train
article_3313,1,Clickbait,VnExpress,Other,3300,Tuổi Trẻ,train
article_3323,1,Clickbait,VnExpress,Other,3301,Tuổi Trẻ,train
article_3326,1,Clickbait,VnExpress,Other,3302,Tuổi Trẻ,train
article_3333,1,Clickbait,VnExpress,Other,3303,Tuổi Trẻ,train
article_3340,1,Clickbait,VnExpress,Other,3304,Tuổi Trẻ,train
article_3341,1,Clickbait,VnExpress,Other,3305,Tuổi Trẻ,train
article_3347,1,Clickbait,Tuổi Trẻ,Sức khỏe & Đời sống,3306,Tuổi Trẻ,test
article_3348,1,Clickbait,Tuổi Trẻ,Kinh doanh & Kinh tế,3307,Tuổi Trẻ,test
article_3351,1,Clickbait,Tuổi Trẻ,Other,3308,Tuổi Trẻ,test
article_3356,1,Clickbait,Tuổi Trẻ,Sức khỏe & Đời sống,3309,Tuổi Trẻ,test
article_3361,1,Clickbait,Tuổi Trẻ,Sức khỏe & Đời sống,3310,Tuổi Trẻ,test
article_3362,1,Clickbait,Tuổi Trẻ,Sức khỏe & Đời sống,3311,Tuổi Trẻ,test
article_3367,1,Clickbait,Thanh Niên,Other,3312,Tuổi Trẻ,train
article_3369,1,Clickbait,Thanh Niên,Other,3313,Tuổi Trẻ,train
article_3370,0,Non-clickbait,Thanh Niên,Other,3314,Tuổi Trẻ,train
article_3372,1,Clickbait,Thanh Niên,Other,3315,Tuổi Trẻ,train
article_3375,1,Clickbait,Thanh Niên,Other,3316,Tuổi Trẻ,train
article_3378,1,Clickbait,Thanh Niên,Other,3317,Tuổi Trẻ,train
article_3384,1,Clickbait,Thanh Niên,Other,3318,Tuổi Trẻ,train
article_3392,1,Clickbait,Thanh Niên,Other,3319,Tuổi Trẻ,train
article_3393,1,Clickbait,Thanh Niên,Other,3320,Tuổi Trẻ,train
article_3397,1,Clickbait,Thanh Niên,Other,3321,Tuổi Trẻ,train
article_3400,1,Clickbait,Thanh Niên,Other,3322,Tuổi Trẻ,train
article_3402,1,Clickbait,Thanh Niên,Other,3323,Tuổi Trẻ,train
article_3406,1,Clickbait,VietNamNet,Du lịch & Ẩm thực,3324,Tuổi Trẻ,train
article_3407,1,Clickbait,VietNamNet,Du lịch & Ẩm thực,3325,Tuổi Trẻ,train
article_3408,1,Clickbait,VietNamNet,Du lịch & Ẩm thực,3326,Tuổi Trẻ,train
article_3410,1,Clickbait,VietNamNet,Du lịch & Ẩm thực,3327,Tuổi Trẻ,train
article_3411,1,Clickbait,VietNamNet,Du lịch & Ẩm thực,3328,Tuổi Trẻ,train
article_3412,1,Clickbait,VietNamNet,Du lịch & Ẩm thực,3329,Tuổi Trẻ,train
article_3414,1,Clickbait,VietNamNet,Du lịch & Ẩm thực,3330,Tuổi Trẻ,train
article_3416,1,Clickbait,VietNamNet,Du lịch & Ẩm thực,3331,Tuổi Trẻ,train
article_3421,1,Clickbait,VietNamNet,Du lịch & Ẩm thực,3332,Tuổi Trẻ,train
article_3426,1,Clickbait,VietNamNet,Du lịch & Ẩm thực,3333,Tuổi Trẻ,train
article_3431,1,Clickbait,VietNamNet,Du lịch & Ẩm thực,3334,Tuổi Trẻ,train
article_3437,1,Clickbait,24h,Xe & Vận tải,3335,Tuổi Trẻ,train
article_3438,1,Clickbait,24h,Xe & Vận tải,3336,Tuổi Trẻ,train
article_3446,1,Clickbait,24h,Other,3337,Tuổi Trẻ,train
article_3452,1,Clickbait,24h,Xe & Vận tải,3338,Tuổi Trẻ,train
article_3454,1,Clickbait,24h,Xe & Vận tải,3339,Tuổi Trẻ,train
article_3458,1,Clickbait,24h,Xe & Vận tải,3340,Tuổi Trẻ,train
article_3460,1,Clickbait,24h,Xe & Vận tải,3341,Tuổi Trẻ,train
article_3461,1,Clickbait,24h,Xe & Vận tải,3342,Tuổi Trẻ,train
article_3471,1,Clickbait,Báo Mới,Xe & Vận tải,3343,Tuổi Trẻ,train
article_3479,1,Clickbait,Báo Mới,Xe & Vận tải,3344,Tuổi Trẻ,train
article_3509,1,Clickbait,Báo Mới,Xe & Vận tải,3345,Tuổi Trẻ,train
article_3512,0,Non-clickbait,Báo Mới,Xe & Vận tải,3346,Tuổi Trẻ,train
article_3515,1,Clickbait,Tuổi Trẻ,Other,3347,Tuổi Trẻ,test
article_3521,1,Clickbait,Tuổi Trẻ,Chính trị & An ninh,3348,Tuổi Trẻ,test
article_3526,1,Clickbait,Tuổi Trẻ,Other,3349,Tuổi Trẻ,test
article_3563,1,Clickbait,24h,Xe & Vận tải,3350,Tuổi Trẻ,train
article_3566,1,Clickbait,24h,Xe & Vận tải,3351,Tuổi Trẻ,train
article_3567,1,Clickbait,24h,Xe & Vận tải,3352,Tuổi Trẻ,train
article_3577,1,Clickbait,24h,Xe & Vận tải,3353,Tuổi Trẻ,train
article_3578,0,Non-clickbait,24h,Xe & Vận tải,3354,Tuổi Trẻ,train
article_3584,1,Clickbait,24h,Xe & Vận tải,3355,Tuổi Trẻ,train
article_3595,1,Clickbait,Báo Mới,Other,3356,Tuổi Trẻ,train
article_3617,1,Clickbait,Báo Mới,Other,3357,Tuổi Trẻ,train
article_3623,0,Non-clickbait,Báo Mới,Other,3358,Tuổi Trẻ,train
article_3628,1,Clickbait,Báo Mới,Other,3359,Tuổi Trẻ,train
article_3640,1,Clickbait,Báo Mới,Other,3360,Tuổi Trẻ,train
article_3648,1,Clickbait,24h,Giải trí & Showbiz,3361,Tuổi Trẻ,train
article_3649,1,Clickbait,24h,Giải trí & Showbiz,3362,Tuổi Trẻ,train
article_3654,1,Clickbait,24h,Giải trí & Showbiz,3363,Tuổi Trẻ,train
article_3656,1,Clickbait,24h,Giải trí & Showbiz,3364,Tuổi Trẻ,train
article_3658,1,Clickbait,24h,Giải trí & Showbiz,3365,Tuổi Trẻ,train
article_3682,1,Clickbait,24h,Giải trí & Showbiz,3366,Tuổi Trẻ,train
article_3691,1,Clickbait,24h,Sức khỏe & Đời sống,3367,Tuổi Trẻ,train
article_3692,1,Clickbait,24h,Sức khỏe & Đời sống,3368,Tuổi Trẻ,train
article_3693,1,Clickbait,24h,Sức khỏe & Đời sống,3369,Tuổi Trẻ,train
article_3694,1,Clickbait,24h,Sức khỏe & Đời sống,3370,Tuổi Trẻ,train
article_3696,1,Clickbait,24h,Sức khỏe & Đời sống,3371,Tuổi Trẻ,train
article_3697,1,Clickbait,24h,Sức khỏe & Đời sống,3372,Tuổi Trẻ,train
article_3698,1,Clickbait,24h,Sức khỏe & Đời sống,3373,Tuổi Trẻ,train
article_3699,1,Clickbait,24h,Sức khỏe & Đời sống,3374,Tuổi Trẻ,train
article_3700,1,Clickbait,24h,Sức khỏe & Đời sống,3375,Tuổi Trẻ,train
article_3701,1,Clickbait,24h,Sức khỏe & Đời sống,3376,Tuổi Trẻ,train
article_3702,1,Clickbait,24h,Sức khỏe & Đời sống,3377,Tuổi Trẻ,train
article_3703,1,Clickbait,24h,Sức khỏe & Đời sống,3378,Tuổi Trẻ,train
article_3704,1,Clickbait,24h,Sức khỏe & Đời sống,3379,Tuổi Trẻ,train
article_3706,1,Clickbait,24h,Sức khỏe & Đời sống,3380,Tuổi Trẻ,train
article_3707,1,Clickbait,24h,Sức khỏe & Đời sống,3381,Tuổi Trẻ,train
article_3709,1,Clickbait,24h,Sức khỏe & Đời sống,3382,Tuổi Trẻ,train
article_3710,1,Clickbait,24h,Sức khỏe & Đời sống,3383,Tuổi Trẻ,train
article_3711,1,Clickbait,24h,Sức khỏe & Đời sống,3384,Tuổi Trẻ,train
article_3712,1,Clickbait,24h,Sức khỏe & Đời sống,3385,Tuổi Trẻ,train
article_3718,1,Clickbait,24h,Sức khỏe & Đời sống,3386,Tuổi Trẻ,train
article_3719,1,Clickbait,24h,Sức khỏe & Đời sống,3387,Tuổi Trẻ,train
article_3720,1,Clickbait,24h,Sức khỏe & Đời sống,3388,Tuổi Trẻ,train
article_3726,1,Clickbait,24h,Du lịch & Ẩm thực,3389,Tuổi Trẻ,train
article_3735,1,Clickbait,24h,Du lịch & Ẩm thực,3390,Tuổi Trẻ,train
article_3736,1,Clickbait,24h,Du lịch & Ẩm thực,3391,Tuổi Trẻ,train
article_3744,1,Clickbait,24h,Du lịch & Ẩm thực,3392,Tuổi Trẻ,train
article_3747,1,Clickbait,24h,Du lịch & Ẩm thực,3393,Tuổi Trẻ,train
article_3748,1,Clickbait,24h,Du lịch & Ẩm thực,3394,Tuổi Trẻ,train
article_3749,1,Clickbait,24h,Du lịch & Ẩm thực,3395,Tuổi Trẻ,train
article_3750,1,Clickbait,24h,Du lịch & Ẩm thực,3396,Tuổi Trẻ,train
article_3751,1,Clickbait,24h,Du lịch & Ẩm thực,3397,Tuổi Trẻ,train
article_3753,1,Clickbait,24h,Du lịch & Ẩm thực,3398,Tuổi Trẻ,train
article_3755,1,Clickbait,24h,Du lịch & Ẩm thực,3399,Tuổi Trẻ,train
article_3756,1,Clickbait,24h,Du lịch & Ẩm thực,3400,Tuổi Trẻ,train
article_3759,1,Clickbait,24h,Du lịch & Ẩm thực,3401,Tuổi Trẻ,train
article_3763,1,Clickbait,24h,Du lịch & Ẩm thực,3402,Tuổi Trẻ,train
article_3766,0,Non-clickbait,24h,Du lịch & Ẩm thực,3403,Tuổi Trẻ,train
article_3771,1,Clickbait,24h,Du lịch & Ẩm thực,3404,Tuổi Trẻ,train
article_3772,1,Clickbait,24h,Du lịch & Ẩm thực,3405,Tuổi Trẻ,train
article_3775,1,Clickbait,24h,Du lịch & Ẩm thực,3406,Tuổi Trẻ,train
article_3779,1,Clickbait,24h,Du lịch & Ẩm thực,3407,Tuổi Trẻ,train
article_3793,1,Clickbait,24h,Giáo dục & Học đường,3408,Tuổi Trẻ,train
article_3794,1,Clickbait,24h,Giáo dục & Học đường,3409,Tuổi Trẻ,train
article_3795,0,Non-clickbait,24h,Giáo dục & Học đường,3410,Tuổi Trẻ,train
article_0001,0,Non-clickbait,VnExpress,Tin tức tổng hợp,0,VietNamNet,train
article_0002,0,Non-clickbait,VnExpress,Tin tức tổng hợp,1,VietNamNet,train
article_0004,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2,VietNamNet,train
article_0006,0,Non-clickbait,VnExpress,Tin tức tổng hợp,3,VietNamNet,train
article_0010,0,Non-clickbait,VnExpress,Tin tức tổng hợp,4,VietNamNet,train
article_0011,0,Non-clickbait,VnExpress,Tin tức tổng hợp,5,VietNamNet,train
article_0012,0,Non-clickbait,VnExpress,Tin tức tổng hợp,6,VietNamNet,train
article_0013,0,Non-clickbait,VnExpress,Tin tức tổng hợp,7,VietNamNet,train
article_0014,0,Non-clickbait,VnExpress,Tin tức tổng hợp,8,VietNamNet,train
article_0015,0,Non-clickbait,VnExpress,Tin tức tổng hợp,9,VietNamNet,train
article_0016,0,Non-clickbait,VnExpress,Tin tức tổng hợp,10,VietNamNet,train
article_0017,0,Non-clickbait,VnExpress,Tin tức tổng hợp,11,VietNamNet,train
article_0018,0,Non-clickbait,VnExpress,Tin tức tổng hợp,12,VietNamNet,train
article_0019,0,Non-clickbait,VnExpress,Tin tức tổng hợp,13,VietNamNet,train
article_0020,0,Non-clickbait,VnExpress,Tin tức tổng hợp,14,VietNamNet,train
article_0021,0,Non-clickbait,VnExpress,Tin tức tổng hợp,15,VietNamNet,train
article_0022,0,Non-clickbait,VnExpress,Tin tức tổng hợp,16,VietNamNet,train
article_0023,0,Non-clickbait,VnExpress,Tin tức tổng hợp,17,VietNamNet,train
article_0024,0,Non-clickbait,VnExpress,Tin tức tổng hợp,18,VietNamNet,train
article_0025,0,Non-clickbait,VnExpress,Tin tức tổng hợp,19,VietNamNet,train
article_0026,0,Non-clickbait,VnExpress,Tin tức tổng hợp,20,VietNamNet,train
article_0027,0,Non-clickbait,VnExpress,Tin tức tổng hợp,21,VietNamNet,train
article_0028,0,Non-clickbait,VnExpress,Tin tức tổng hợp,22,VietNamNet,train
article_0029,0,Non-clickbait,VnExpress,Tin tức tổng hợp,23,VietNamNet,train
article_0030,0,Non-clickbait,VnExpress,Tin tức tổng hợp,24,VietNamNet,train
article_0031,0,Non-clickbait,VnExpress,Tin tức tổng hợp,25,VietNamNet,train
article_0032,0,Non-clickbait,VnExpress,Tin tức tổng hợp,26,VietNamNet,train
article_0033,0,Non-clickbait,VnExpress,Tin tức tổng hợp,27,VietNamNet,train
article_0034,0,Non-clickbait,VnExpress,Tin tức tổng hợp,28,VietNamNet,train
article_0035,0,Non-clickbait,VnExpress,Tin tức tổng hợp,29,VietNamNet,train
article_0036,0,Non-clickbait,VnExpress,Tin tức tổng hợp,30,VietNamNet,train
article_0037,0,Non-clickbait,VnExpress,Tin tức tổng hợp,31,VietNamNet,train
article_0038,0,Non-clickbait,VnExpress,Tin tức tổng hợp,32,VietNamNet,train
article_0039,0,Non-clickbait,VnExpress,Tin tức tổng hợp,33,VietNamNet,train
article_0040,0,Non-clickbait,VnExpress,Tin tức tổng hợp,34,VietNamNet,train
article_0041,0,Non-clickbait,VnExpress,Tin tức tổng hợp,35,VietNamNet,train
article_0042,0,Non-clickbait,VnExpress,Tin tức tổng hợp,36,VietNamNet,train
article_0043,0,Non-clickbait,VnExpress,Tin tức tổng hợp,37,VietNamNet,train
article_0044,0,Non-clickbait,VnExpress,Tin tức tổng hợp,38,VietNamNet,train
article_0045,0,Non-clickbait,VnExpress,Tin tức tổng hợp,39,VietNamNet,train
article_0046,0,Non-clickbait,VnExpress,Tin tức tổng hợp,40,VietNamNet,train
article_0047,0,Non-clickbait,VnExpress,Tin tức tổng hợp,41,VietNamNet,train
article_0048,0,Non-clickbait,VnExpress,Tin tức tổng hợp,42,VietNamNet,train
article_0049,0,Non-clickbait,VnExpress,Tin tức tổng hợp,43,VietNamNet,train
article_0050,0,Non-clickbait,VnExpress,Tin tức tổng hợp,44,VietNamNet,train
article_0051,0,Non-clickbait,Tuổi Trẻ,Tin tức tổng hợp,45,VietNamNet,train
article_0052,0,Non-clickbait,Tuổi Trẻ,Tin tức tổng hợp,46,VietNamNet,train
article_0053,0,Non-clickbait,Tuổi Trẻ,Tin tức tổng hợp,47,VietNamNet,train
article_0054,0,Non-clickbait,Tuổi Trẻ,Tin tức tổng hợp,48,VietNamNet,train
article_0055,0,Non-clickbait,Tuổi Trẻ,Other,49,VietNamNet,train
article_0056,0,Non-clickbait,Tuổi Trẻ,Du lịch & Ẩm thực,50,VietNamNet,train
article_0057,0,Non-clickbait,Tuổi Trẻ,Kinh doanh & Kinh tế,51,VietNamNet,train
article_0058,0,Non-clickbait,Tuổi Trẻ,Other,52,VietNamNet,train
article_0060,1,Clickbait,Tuổi Trẻ,Other,53,VietNamNet,train
article_0061,1,Clickbait,Tuổi Trẻ,Other,54,VietNamNet,train
article_0063,0,Non-clickbait,Tuổi Trẻ,Chính trị & An ninh,55,VietNamNet,train
article_0065,0,Non-clickbait,Tuổi Trẻ,Other,56,VietNamNet,train
article_0066,0,Non-clickbait,Tuổi Trẻ,Other,57,VietNamNet,train
article_0067,0,Non-clickbait,Tuổi Trẻ,Other,58,VietNamNet,train
